name,shortName,gps,version,catalog,doi,detail_url,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_2_source,mass_2_source_lower,mass_2_source_upper,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,chi_eff,chi_eff_lower,chi_eff_upper,total_mass_source,total_mass_source_lower,total_mass_source_upper,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass,chirp_mass_lower,chirp_mass_upper,redshift,redshift_lower,redshift_upper,far,far_lower,far_upper,p_astro,p_astro_lower,p_astro_upper,final_mass_source,final_mass_source_lower,final_mass_source_upper
GW170405_232209,GW170405_232209-v1,1259492747.5,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW191204_110529-v1,27.3,-5.9,10.8,19.2,-6.0,5.5,8.9,-0.6,0.4,1900.0,-1100.0,1700.0,0.05,-0.26,0.25,47.1,-7.8,9.1,19.8,-3.2,3.6,,,,0.34,-0.18,0.25,3.3,,,0.74239,,,45.0,-7.5,8.7
GW210601_043145,GW210601_043145-v1,1259070047.1,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW191129_134029-v1,10.7,-2.1,4.1,6.7,-1.7,1.5,13.1,-0.3,0.2,790.0,-330.0,260.0,0.06,-0.08,0.16,17.5,-1.2,2.4,7.31,-0.28,0.43,,,,0.16,-0.06,0.05,1e-05,,,0.99,,,16.8,-1.2,2.5
GW210410_152613,GW210410_152613-v1,1258866165.5,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW191127_050227-v1,53.0,-20.0,47.0,24.0,-14.0,17.0,9.2,-0.6,0.7,3400.0,-1900.0,3100.0,0.18,-0.36,0.34,80.0,-22.0,39.0,29.9,-9.1,11.7,,,,0.57,-0.29,0.4,0.25,,,0.73996,,,76.0,-21.0,39.0
GW150818_065219,GW150818_065219-v1,1258804397.6,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW191126_115259-v1,12.1,-2.2,5.5,8.3,-2.4,1.9,8.3,-0.5,0.2,1620.0,-740.0,740.0,0.21,-0.11,0.15,20.7,-2.0,3.4,8.65,-0.71,0.95,,,,0.3,-0.13,0.12,3.2,,,0.70041,,,19.6,-2.0,3.5
GW161021_034429,GW161021_034429-v1,1258147757.4,1,GWTC-3-marginal,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW191118_212859-v1,,,,,,,9.121,,,,,,,,,,,,,,,,,,,,,1.3,,,0.0452,,,,,
GW210303_132444,GW210303_132444-v1,1257664691.8,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW191113_071753-v1,29.0,-14.0,12.0,5.9,-1.3,4.4,7.9,-1.1,0.5,1370.0,-620.0,1150.0,0.0,-0.29,0.37,34.5,-9.8,10.5,10.7,-1.0,1.1,,,,0.26,-0.11,0.18,26.0,,,0.68339,,,34.0,-10.0,11.0
GW210520_105110,GW210520_105110-v1,1257296855.2,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW191109_010717-v1,65.0,-11.0,11.0,47.0,-13.0,15.0,17.3,-0.5,0.5,1290.0,-650.0,1130.0,-0.29,-0.31,0.42,112.0,-16.0,20.0,47.5,-7.5,9.6,,,,0.25,-0.12,0.18,0.00018,,,0.99,,,107.0,-15.0,18.0
GW210525_112630,GW210525_112630-v1,1256999739.9,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW191105_143521-v1,10.7,-1.6,3.7,7.7,-1.9,1.4,9.7,-0.5,0.3,1150.0,-480.0,430.0,-0.02,-0.09,0.13,18.5,-1.3,2.1,7.82,-0.45,0.61,,,,0.23,-0.09,0.07,0.012,,,0.99,,,17.6,-1.2,2.1
GW160205_205419,GW160205_205419-v1,1256779567.5,1,GWTC-3-confident,https://doi.org/10.7935/b024-1886,https://gwosc.org/api/v2/event-versions/GW191103_012549-v1,11.8,-2.2,6.2,7.9,-2.4,1.7,8.9,-0.5,0.3,990.0,-470.0,500.0,0.21,-0.1,0.16,20.0,-1.8,3.7,8.34,-0.57,0.66,,,,0.2,-0.09,0.09,0.46,,,0.94318,,,19.0,-1.7,3.8
GW211128_235938,GW211128_235938-v1,1253885759.2,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,https://gwosc.org/api/v2/event-versions/GW190930_133541-v1,12.3,-2.3,12.4,7.8,-3.3,1.7,10.01932734846673,,,760.0,-320.0,360.0,0.14,-0.15,0.31,20.3,-1.5,8.9,8.5,-0.5,0.5,9.8,-0.2,0.2,0.15,-0.06,0.06,0.0330921980265922,,,0.997,,,19.4,-1.5,9.2
GW180728_234502,GW180728_234502-v1,1253885759.2,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190930_133541-v2,14.2,-4.0,8.0,6.9,-2.1,2.4,9.7,-0.5,0.3,770.0,-320.0,320.0,0.19,-0.16,0.22,21.2,-2.0,5.9,8.5,-0.4,0.5,,,,0.16,-0.06,0.06,0.012,,,0.99785,,,20.2,-2.0,6.1
GW230911_013817,GW230911_013817-v1,1253885759.2,3,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190930_133541-v3,18.0,-8.0,16.0,5.0,-2.0,4.0,9.83,,,800.0,-300.0,1600.0,0.4,-0.6,0.3,24.0,-5.0,14.0,8.5,-1.4,0.6,10.0,-0.6,0.7,0.17,-0.07,0.26,0.001,,,1.0,,,,,
GW170415_154517,GW170415_154517-v1,1253755327.5,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,https://gwosc.org/api/v2/event-versions/GW190929_012149-v1,80.8,-33.2,33.0,24.1,-10.6,19.3,9.875628916044713,,,2130.0,-1050.0,3650.0,0.01,-0.33,0.34,104.3,-25.2,34.9,35.8,-8.2,14.9,52.2,-15.4,19.9,0.38,-0.17,0.49,0.0201614435854915,,,0.995693,,,101.5,-25.3,33.6
GW150928_071940,GW150928_071940-v1,1253755327.4,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190929_012149-v2,66.3,-16.6,21.6,26.8,-10.6,14.7,9.7,-0.6,0.4,3130.0,-1370.0,2510.0,-0.03,-0.28,0.23,93.3,-15.0,23.3,35.6,-7.4,10.2,,,,0.53,-0.2,0.33,0.16,,,0.87042,,,90.3,-14.6,22.3
GW201021_180207,GW201021_180207-v1,1253755327.5,3,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190929_012149-v3,70.0,-20.0,70.0,25.0,-12.0,17.0,9.56,,,3200.0,-1500.0,3000.0,0.0,-0.6,0.4,100.0,-30.0,70.0,36.0,-10.0,14.0,56.0,-18.0,27.0,0.5,-0.2,0.4,0.001,,,1.0,,,,,
GW211224_005457,GW211224_005457-v1,1253509434.0,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190926_050336-v1,41.1,-12.5,20.8,20.4,-8.2,11.4,8.1,-0.8,0.6,3280.0,-1730.0,3400.0,-0.02,-0.32,0.25,61.9,-12.0,22.7,24.4,-4.9,9.0,,,,0.55,-0.26,0.44,1.1,,,0.54334,,,59.6,-11.8,22.1
GW220206_112411,GW220206_112411-v1,1253509434.1,2,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190926_050336-v2,37.0,-10.0,71.0,25.0,-12.0,13.0,8.76,,,4000.0,-2000.0,4000.0,-0.3,-0.5,0.8,61.0,-11.0,77.0,25.0,-5.0,21.0,43.0,-12.0,47.0,0.7,-0.4,0.5,0.04,,,0.96,,,,,
GW230302_075617,GW230302_075617-v1,1253489343.1,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190925_232845-v1,20.8,-2.9,6.5,15.5,-3.6,2.5,9.7,-0.6,0.3,930.0,-350.0,460.0,0.09,-0.15,0.16,36.7,-2.8,3.6,15.6,-1.1,1.1,,,,0.19,-0.07,0.08,0.0072,,,0.98849,,,34.9,-2.6,3.5
GW220328_051559,GW220328_051559-v1,1253402833.0,1,O3_IMBH_marginal,https://doi.org/10.7935/7583-5j44,https://gwosc.org/api/v2/event-versions/190924_232654-v1,,,,,,,13.27,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,
GW170123_060835,GW170123_060835-v1,1253326744.8,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,https://gwosc.org/api/v2/event-versions/GW190924_021846-v1,8.9,-2.0,7.0,5.0,-1.9,1.4,13.15903752184739,,,570.0,-220.0,220.0,0.03,-0.09,0.3,13.9,-1.0,5.1,5.8,-0.2,0.2,6.44,-0.03,0.04,0.12,-0.04,0.04,1e-05,,,1.0,,,13.3,-1.0,5.2
GW251106_205135,GW251106_205135-v1,1253326744.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190924_021846-v2,8.8,-1.8,4.3,5.1,-1.5,1.2,12.0,-0.4,0.3,550.0,-220.0,220.0,0.03,-0.08,0.2,13.9,-0.9,2.8,5.8,-0.2,0.2,,,,0.11,-0.04,0.04,1e-05,,,1.0,,,13.3,-0.9,3.0
GW200606_045043,GW200606_045043-v1,1253014534.7,1,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190920_113516-v1,7.0,-3.0,8.0,2.8,-2.2,1.2,8.62,,,700.0,-400.0,12100.0,0.6,-1.1,0.3,9.0,-2.0,7.0,3.7,-2.1,0.2,4.23,-0.05,0.08,0.14,-0.07,1.54,1.7999999999999998,,,0.57,,,,,
GW150308_031644,GW150308_031644-v1,1252756008.0,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190917_114630-v1,9.7,-3.9,3.4,2.1,-0.4,1.1,8.3,-0.8,0.5,720.0,-310.0,300.0,-0.08,-0.43,0.21,11.8,-2.8,3.0,3.7,-0.2,0.2,,,,0.15,-0.06,0.05,0.66,,,0.76643,,,11.6,-2.9,3.1
GW230414_164219,GW230414_164219-v1,1252699636.9,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190916_200658-v1,43.8,-12.6,19.9,23.3,-10.0,12.5,8.1,-0.5,0.3,4940.0,-2380.0,3710.0,0.2,-0.31,0.33,68.0,-13.1,18.3,26.9,-5.4,8.2,,,,0.77,-0.32,0.45,4.7,,,0.65727,,,65.0,-12.6,17.3
GW170510_002127,GW170510_002127-v1,1252699636.9,2,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190916_200658-v2,46.0,-14.0,83.0,27.0,-13.0,17.0,7.97,,,7000.0,-4000.0,7000.0,0.4,-1.0,0.4,73.0,-17.0,90.0,30.0,-8.0,24.0,60.0,-20.0,70.0,1.1,-0.6,0.7,0.048,,,0.93,,,,,
GW191227_120647,GW191227_120647-v1,1252627040.7,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,https://gwosc.org/api/v2/event-versions/GW190915_235702-v1,35.3,-6.4,9.5,24.4,-6.1,5.6,13.07209167194663,,,1620.0,-610.0,710.0,0.02,-0.25,0.2,59.9,-6.4,7.5,25.3,-2.7,3.2,33.1,-3.9,3.3,0.3,-0.1,0.11,1e-05,,,1.0,,,57.2,-6.0,7.1
GW190827_135100,GW190827_135100-v1,1252627040.6,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190915_235702-v2,32.6,-4.9,8.8,24.5,-5.8,4.9,13.1,-0.3,0.2,1750.0,-650.0,710.0,-0.03,-0.24,0.19,57.2,-5.3,7.1,24.4,-2.3,3.0,,,,0.32,-0.11,0.11,1e-05,,,1.0,,,54.7,-5.0,6.6
GW200925_085056,GW200925_085056-v1,1252627040.7,3,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190915_235702-v3,33.0,-6.0,65.0,24.0,-10.0,11.0,12.8,,,1800.0,-900.0,1800.0,-0.1,-0.6,0.6,57.0,-7.0,70.0,24.0,-4.0,19.0,32.0,-7.0,37.0,0.33,-0.15,0.26,0.001,,,1.0,,,,,
GW201117_034216,GW201117_034216-v1,1252150105.3,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,https://gwosc.org/api/v2/event-versions/GW190910_112807-v1,43.9,-6.1,7.6,35.6,-7.2,6.3,13.41737344451953,,,1460.0,-580.0,1030.0,0.02,-0.18,0.18,79.6,-9.1,9.3,34.3,-4.1,4.1,43.9,-3.6,4.6,0.28,-0.1,0.16,1.8852694587530696e-05,,,0.999988,,,75.8,-8.6,8.5
GW150505_021818,GW150505_021818-v1,1252150105.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190910_112807-v2,43.8,-6.8,7.6,34.2,-7.3,6.6,14.5,-0.3,0.2,1520.0,-630.0,1090.0,0.0,-0.2,0.17,78.0,-9.1,9.3,33.5,-4.1,4.2,,,,0.29,-0.11,0.17,0.0029,,,0.99669,,,74.4,-8.6,8.5
GW151201_005434,GW151201_005434-v1,1252113997.2,1,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190910_012619-v1,34.0,-15.0,17.0,3.2,-0.6,8.1,8.24,,,1000.0,-400.0,1700.0,-0.6,-0.4,1.0,37.0,-7.0,19.0,8.1,-0.8,5.9,9.3,-0.7,10.4,0.19,-0.07,0.28,1.5,,,0.58,,,,,
GW240907_052655,GW240907_052655-v1,1252064527.7,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,https://gwosc.org/api/v2/event-versions/GW190909_114149-v1,45.8,-13.3,52.7,28.3,-12.7,13.4,9.047895,,,3770.0,-2220.0,3270.0,-0.06,-0.36,0.37,75.0,-17.6,55.9,30.9,-7.5,17.2,49.8,-12.4,32.2,0.62,-0.33,0.41,1.1112276612026477,,,0.886704,,,72.0,-16.8,54.9
GW150825_081754,GW150825_081754-v1,1252064527.7,2,GWTC-2.1-auxiliary,,https://gwosc.org/api/v2/event-versions/GW190909_114149-v2,,,,,,,9.047895,,,,,,,,,,,,,,,,,,,,,26.1830194416,,,0.1525430959725358,,,,,
GW150306_093534,GW150306_093534-v1,1252064527.7,3,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190909_114149-v3,110.0,-70.0,50.0,28.0,-14.0,24.0,7.98,,,5000.0,-3000.0,6000.0,0.6,-1.2,0.3,140.0,-70.0,60.0,45.0,-19.0,23.0,80.0,-40.0,50.0,0.8,-0.5,0.7,2.2,,,0.52,,,,,
GW220226_120325,GW220226_120325-v1,1251783833.5,1,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190906_054335-v1,39.0,-11.0,93.0,24.0,-13.0,14.0,7.86,,,6000.0,-3000.0,7000.0,0.1,-0.8,0.6,63.0,-14.0,100.0,26.0,-7.0,25.0,50.0,-20.0,70.0,0.9,-0.5,0.8,1.4,,,0.61,,,,,
GW240112_032626,GW240112_032626-v1,1251010527.9,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,https://gwosc.org/api/v2/event-versions/GW190828_065509-v1,24.1,-7.2,7.0,10.2,-2.1,3.6,11.12790886853085,,,1600.0,-600.0,620.0,0.08,-0.16,0.16,34.4,-4.4,5.4,13.3,-1.0,1.2,17.4,-0.7,0.6,0.3,-0.1,0.1,1e-05,,,1.0,,,33.1,-4.5,5.5
GW221015_122153,GW221015_122153-v1,1251010527.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190828_065509-v2,23.7,-6.7,6.8,10.4,-2.2,3.8,10.2,-0.5,0.4,1540.0,-650.0,690.0,0.05,-0.17,0.16,34.3,-4.3,5.2,13.4,-1.0,1.4,,,,0.29,-0.11,0.11,3.5e-05,,,0.99998,,,33.0,-4.3,5.3
GW240713_163825,GW240713_163825-v1,1251010527.8,3,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190828_065509-v3,24.0,-8.0,23.0,10.0,-4.0,5.0,10.4,,,1500.0,-600.0,1400.0,0.0,-0.4,0.7,35.0,-6.0,19.0,13.4,-1.6,2.0,17.3,-1.8,3.7,0.29,-0.1,0.21,0.001,,,1.0,,,,,
GW170315_165430,GW170315_165430-v1,1251009263.8,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,https://gwosc.org/api/v2/event-versions/GW190828_063405-v1,32.1,-4.0,5.8,26.2,-4.8,4.6,16.629603122143354,,,2130.0,-930.0,660.0,0.19,-0.16,0.15,58.0,-4.8,7.7,25.0,-2.1,3.4,34.5,-2.8,2.9,0.38,-0.15,0.1,1e-05,,,1.0,,,54.9,-4.3,7.2
GW190515_201749,GW190515_201749-v1,1251009263.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190828_063405-v2,31.9,-4.1,5.4,25.8,-5.3,4.9,16.5,-0.3,0.2,2070.0,-920.0,650.0,0.15,-0.16,0.15,57.2,-4.3,7.9,24.6,-2.0,3.6,,,,0.38,-0.15,0.1,1e-05,,,1.0,,,54.3,-4.0,7.3
GW160524_143212,GW160524_143212-v1,1251009263.7,3,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190828_063405-v3,33.0,-5.0,64.0,26.0,-12.0,9.0,16.0,,,2300.0,-1200.0,1700.0,0.2,-0.6,0.5,58.0,-5.0,68.0,25.0,-3.0,19.0,35.0,-7.0,37.0,0.41,-0.19,0.24,0.001,,,1.0,,,,,
GW151119_113543,GW151119_113543-v1,1250426919.9,1,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190821_124821-v1,8.0,-2.0,9.0,3.9,-2.4,1.4,8.8,,,800.0,-400.0,5800.0,-0.4,-0.3,0.8,11.9,-1.8,7.1,4.8,-2.0,0.3,5.59,-0.12,0.16,0.17,-0.08,0.8,1.4,,,0.6,,,,,
GW200804_204728,GW200804_204728-v1,1250205962.3,1,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190818_232544-v1,70.0,-20.0,50.0,34.0,-19.0,21.0,8.07,,,6000.0,-3000.0,7000.0,0.7,-1.2,0.2,110.0,-30.0,40.0,41.0,-13.0,15.0,80.0,-30.0,30.0,0.9,-0.4,0.8,0.29,,,0.81,,,,,
GW170624_204017,GW170624_204017-v1,1249852257.0,1,O3_Discovery_Papers,https://doi.org/10.7935/zzw5-ak90,https://gwosc.org/api/v2/event-versions/GW190814-v1,23.2,-1.0,1.1,2.59,-0.09,0.08,25.0,-0.2,0.1,241.0,-45.0,41.0,-0.002,-0.061,0.06,25.8,-0.9,1.0,6.09,-0.06,0.06,6.41,-0.02,0.02,0.053,-0.01,0.009,,,,,,,,,
GW211102_102317,GW211102_102317-v1,1249852257.0,2,GWTC-2,https://doi.org/10.7935/99gf-ax93,https://gwosc.org/api/v2/event-versions/GW190814-v2,23.2,-1.0,1.1,2.59,-0.09,0.08,22.17523325999954,,,240.0,-50.0,40.0,0.0,-0.06,0.06,25.8,-0.9,1.0,6.09,-0.06,0.06,6.41,-0.02,0.02,0.05,-0.01,0.009,1e-05,,,1.0,,,25.6,-0.9,1.1
GW190704_171138,GW190704_171138-v1,1249852257.0,3,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190814-v3,23.3,-1.4,1.4,2.6,-0.1,0.1,25.3,-0.2,0.1,230.0,-50.0,40.0,0.0,-0.07,0.07,25.9,-1.3,1.3,6.11,-0.05,0.06,,,,0.05,-0.01,0.01,1e-05,,,1.0,,,25.7,-1.3,1.3
GW170508_121400,GW170508_121400-v1,1249845627.6,1,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190814_192009-v1,80.0,-30.0,110.0,50.0,-30.0,30.0,7.96,,,9000.0,-6000.0,7000.0,0.5,-1.1,0.4,130.0,-40.0,110.0,51.0,-19.0,29.0,120.0,-70.0,40.0,1.2,-0.8,0.9,1.5,,,0.64,,,,,
GW151122_203538,GW151122_203538-v1,1249074715.3,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190805_211137-v1,46.2,-11.2,15.4,30.6,-11.3,11.8,8.1,-0.7,0.5,6130.0,-3080.0,3720.0,0.37,-0.39,0.29,76.7,-13.8,19.5,31.9,-6.3,8.8,,,,0.92,-0.4,0.43,0.63,,,0.95372,,,72.4,-13.2,18.2
GW150812_032958,GW150812_032958-v1,1249074715.3,2,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190805_211137-v2,45.0,-11.0,78.0,32.0,-19.0,13.0,8.58,,,7000.0,-4000.0,6000.0,0.6,-1.2,0.3,78.0,-17.0,75.0,32.0,-9.0,18.0,70.0,-30.0,50.0,1.0,-0.6,0.6,0.3,,,0.81,,,,,
GW180122_074343,GW180122_074343-v1,1248834439.9,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,https://gwosc.org/api/v2/event-versions/GW190803_022701-v1,37.3,-7.0,10.6,27.3,-8.2,7.8,8.970600357413534,,,3270.0,-1580.0,1950.0,-0.03,-0.27,0.24,64.5,-9.0,12.6,27.3,-4.1,5.7,42.7,-6.1,6.3,0.55,-0.24,0.26,0.0269343172504355,,,0.99411,,,61.7,-8.5,11.8
GW171203_063131,GW171203_063131-v1,1248834439.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190803_022701-v2,37.7,-6.7,9.8,27.6,-8.5,7.6,9.3,-0.5,0.3,3190.0,-1470.0,1630.0,-0.01,-0.28,0.23,65.0,-8.1,12.0,27.6,-3.8,5.4,,,,0.54,-0.22,0.22,0.073,,,0.97383,,,62.1,-7.6,11.2
GW210722_115304,GW210722_115304-v1,1248834439.9,3,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190803_022701-v3,38.0,-8.0,72.0,27.0,-14.0,11.0,8.61,,,4000.0,-2000.0,5000.0,0.0,-0.7,0.6,66.0,-11.0,72.0,28.0,-6.0,18.0,44.0,-13.0,56.0,0.6,-0.3,0.7,0.064,,,0.94,,,,,
GW220508_173451,GW220508_173451-v1,1248617394.6,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,https://gwosc.org/api/v2/event-versions/GW190731_140936-v1,41.5,-9.0,12.2,28.8,-9.5,9.7,8.460146466288636,,,3300.0,-1720.0,2390.0,0.06,-0.24,0.24,70.1,-11.3,15.8,29.5,-5.2,7.1,46.6,-8.2,6.8,0.55,-0.26,0.31,0.2058421231186779,,,0.966501,,,67.0,-10.8,14.6
GW150423_055403,GW150423_055403-v1,1248617394.6,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190731_140936-v2,41.8,-9.1,12.7,29.0,-9.9,10.2,8.8,-0.4,0.3,3330.0,-1770.0,2350.0,0.07,-0.25,0.28,70.7,-11.4,16.3,29.7,-5.3,7.4,,,,0.56,-0.26,0.31,0.33,,,0.83427,,,67.4,-10.8,15.3
GW250124_165341,GW250124_165341-v1,1248617394.6,3,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190731_140936-v3,41.0,-10.0,81.0,29.0,-15.0,13.0,8.28,,,4000.0,-2000.0,6000.0,0.1,-0.8,0.6,70.0,-14.0,83.0,29.0,-7.0,22.0,50.0,-18.0,60.0,0.7,-0.4,0.7,0.49,,,0.76,,,,,
GW210904_105237,GW210904_105237-v1,1248331528.5,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,https://gwosc.org/api/v2/event-versions/GW190728_064510-v1,12.3,-2.2,7.2,8.1,-2.6,1.7,13.64274847591606,,,870.0,-370.0,260.0,0.12,-0.07,0.2,20.6,-1.3,4.5,8.6,-0.3,0.5,10.1,-0.08,0.09,0.18,-0.07,0.05,1e-05,,,1.0,,,19.6,-1.3,4.7
GW170808_000121,GW170808_000121-v1,1248331528.5,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190728_064510-v2,12.5,-2.3,6.9,8.0,-2.6,1.7,13.1,-0.4,0.3,880.0,-380.0,260.0,0.13,-0.07,0.19,20.7,-1.4,4.2,8.6,-0.3,0.6,,,,0.18,-0.07,0.05,1e-05,,,1.0,,,19.7,-1.4,4.4
GW170226_055159,GW170226_055159-v1,1248331528.5,3,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190728_064510-v3,16.0,-6.0,14.0,7.0,-3.0,3.0,13.0,,,900.0,-400.0,500.0,0.2,-0.2,0.5,23.0,-4.0,11.0,8.7,-0.6,0.7,10.1,-0.3,0.8,0.17,-0.07,0.09,0.001,,,1.0,,,,,
GW250328_112542,GW250328_112542-v1,1248242632.0,1,GWTC-2,https://doi.org/10.7935/99gf-ax93,https://gwosc.org/api/v2/event-versions/GW190727_060333-v1,38.0,-6.2,9.5,29.4,-8.4,7.1,12.29941092425987,,,3300.0,-1500.0,1540.0,0.11,-0.25,0.26,67.1,-8.0,11.7,28.6,-3.7,5.3,44.7,-5.7,5.3,0.55,-0.22,0.21,1e-05,,,1.0,,,63.8,-7.5,10.9
GW230123_062125,GW230123_062125-v1,1248242631.9,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190727_060333-v2,38.9,-6.0,8.9,30.2,-8.3,6.5,11.7,-0.5,0.2,3070.0,-1230.0,1300.0,0.09,-0.27,0.25,68.8,-7.8,10.2,29.4,-3.7,4.6,,,,0.52,-0.18,0.18,1e-05,,,1.0,,,65.4,-7.3,9.5
GW250901_040145,GW250901_040145-v1,1248242632.0,3,IAS-O3a,https://doi.org/10.5281/zenodo.15061562,https://gwosc.org/api/v2/event-versions/GW190727_060333-v3,38.0,-6.0,80.0,29.0,-14.0,11.0,11.7,,,3300.0,-1900.0,2400.0,0.1,-0.8,0.4,67.0,-9.0,83.0,28.0,-5.0,21.0,45.0,-14.0,46.0,0.6,-0.3,0.3,0.001,,,1.0,,,,,
GW241206_175814,GW241206_175814-v1,1248112066.4,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190725_174728-v1,11.8,-3.0,10.1,6.3,-2.5,2.1,9.1,-0.7,0.4,1030.0,-430.0,520.0,-0.04,-0.16,0.36,18.3,-1.9,7.4,7.4,-0.5,0.5,,,,0.2,-0.08,0.09,0.46,,,0.96021,,,17.6,-1.8,7.7
